insert into aluno values (999, '88687797166', 'João', 'João', '1952-12-09', 696653, '2007', null, 31, null);
insert into aluno values (1769, '96741454165', 'Thomas', 'João', '1965-08-20', 842792, '2007', 271, null, null);
insert into aluno values (1770, '98117752468', 'Vitor', 'Miguel', '1965-02-12', 146180, '2015', 272, null, null);
insert into aluno values (1771, '38426568891', 'Nicolas', 'Francisco', '1970-02-03', 173125, '1993', 273, null, null);
insert into aluno values (1772, '73769426565', 'Anthony', 'Breno', '1958-04-28', 899193, '2013', 274, null, null);
insert into aluno values (1773, '24184159183', 'João', 'Miguel', '1975-02-02', 757502, '2011', 275, null, null);
insert into aluno values (1774, '54217628549', 'Gabriel', 'Lucas', '1987-03-22', 277880, '2000', 276, null, null);
insert into aluno values (1775, '81717117733', 'Pedro', 'Enzo', '1998-10-05', 532465, '2007', 277, null, null);
insert into aluno values (1776, '65889219475', 'Henry', 'Heitor', '1956-05-16', 196913, '2001', 278, null, null);
insert into aluno values (1777, '12379943346', 'Gael', 'Miguel', '1982-02-06', 774224, '2015', 279, null, null);
insert into aluno values (1778, '78779194716', 'Vicente', 'Rodrigo', '1985-09-29', 115274, '1995', 280, null, null);
insert into aluno values (1779, '35934676169', 'João', 'Otávio', '1995-01-06', 59303, '1990', 281, null, null);
insert into aluno values (1780, '79153642312', 'Eduardo', 'Josué', '1975-08-24', 38269, '2001', 282, null, null);
insert into aluno values (1782, '25345912472', 'Kauê', 'Miguel', '1966-02-26', 373440, '2009', 284, null, null);
insert into aluno values (1783, '19357758819', 'Théo', 'Martin', '1987-03-27', 498879, '2002', 285, null, null);
insert into aluno values (1784, '67941891445', 'Matteo', 'Lucca', '2000-10-27', 552991, '2007', 286, null, null);
insert into aluno values (1785, '77654573995', 'Lorenzo', 'Ravi', '1983-10-03', 334920, '2007', 287, null, null);
insert into aluno values (1786, '76362747689', 'Isaac', 'Yuri', '1953-09-27', 59303, '1998', 288, null, null);
insert into aluno values (1787, '88239437942', 'Thiago', 'Henrique', '1967-09-04', 605686, '2011', 289, null, null);
insert into aluno values (1788, '16568783576', 'Ravi', 'Gabriel', '1976-07-31', 917494, '1995', 290, null, null);
insert into aluno values (1789, '14565599887', 'Felipe', 'Felipe', '1952-01-02', 851429, '2012', 291, null, null);
insert into aluno values (1790, '31873624917', 'Martin', 'Pedro', '1968-01-04', 564565, '1991', 292, null, null);
insert into aluno values (1791, '87333524463', 'Valentim', 'Anthony', '1966-04-25', 867960, '2009', 293, null, null);
insert into aluno values (1792, '96888347346', 'Felipe', 'Davi', '1954-01-29', 283846, '1990', 294, null, null);
insert into aluno values (1793, '85472362683', 'Levi', 'Emanuel', '1983-09-05', 787302, '2017', 295, null, null);
insert into aluno values (1794, '16934249764', 'Daniel', 'Pedro', '1996-12-31', 281619, '2001', 296, null, null);
insert into aluno values (1795, '83685898218', 'Yan', 'Nicolas', '1954-03-26', 223227, '2016', 297, null, null);
insert into aluno values (1796, '28519681931', 'Miguel', 'Miguel', '1953-04-18', 160345, '2003', 298, null, null);
insert into aluno values (1797, '94267457538', 'Isaac', 'Gabriel', '1960-01-25', 564565, '2010', 299, null, null);
insert into aluno values (1798, '27254721591', 'Gabriel', 'Miguel', '1962-10-25', 720753, '2009', 300, null, null);
insert into aluno values (1799, '93775583195', 'Davi', 'Gabriel', '1999-04-11', 605686, '2007', 301, null, null);
insert into aluno values (1800, '49581399873', 'Guilherme', 'Hugo', '1977-11-05', 659660, '2001', 302, null, null);
insert into aluno values (1801, '97256163538', 'Erick', 'Valentim', '1969-08-15', 654068, '1992', 303, null, null);
insert into aluno values (1802, '18976813871', 'Pedro', 'Thiago', '1983-02-17', 629344, '2006', 304, null, null);
insert into aluno values (1803, '82663895333', 'Joaquim', 'Rodrigo', '1984-06-26', 260677, '2001', 305, null, null);
insert into aluno values (1804, '31829651221', 'João', 'Murilo', '1974-03-09', 323880, '2017', 306, null, null);
insert into aluno values (1805, '48228583318', 'Bento', 'João', '1968-12-05', 727431, '1991', 307, null, null);
insert into aluno values (1806, '75643572774', 'Kauê', 'Arthur', '1977-08-27', 652570, '2000', 308, null, null);
insert into aluno values (1807, '95151597248', 'Hugo', 'Martin', '1970-10-07', 948415, '2016', 309, null, null);
insert into aluno values (1808, '31289275555', 'Derick', 'Rafael', '1963-10-13', 774224, '2005', 310, null, null);
insert into aluno values (1809, '69448594133', 'Matteo', 'Miguel', '1977-08-06', 816871, '2008', 311, null, null);
insert into aluno values (1810, '67641745116', 'Ravi', 'Nicolas', '1979-12-11', 147853, '2004', 312, null, null);
insert into aluno values (1811, '14379617692', 'Matteo', 'Isaac', '1982-10-04', 565699, '2003', 313, null, null);
insert into aluno values (1812, '63347918394', 'João', 'Raul', '1967-05-28', 505312, '2011', 314, null, null);
insert into aluno values (1813, '55169628292', 'Pedro', 'Gael', '1972-03-28', 24329, '1994', 315, null, null);
insert into aluno values (1814, '37214849565', 'Davi', 'Lucas', '1961-10-29', 88749, '2010', 316, null, null);
insert into aluno values (1815, '95694867129', 'Lucas', 'Henry', '1965-03-07', 117625, '2010', 317, null, null);
insert into aluno values (1816, '15371197324', 'Bryan', 'Miguel', '1958-03-09', 872229, '1995', 318, null, null);
insert into aluno values (1817, '84256387172', 'Henrique', 'Hugo', '1963-01-20', 321385, '2004', 319, null, null);
insert into aluno values (1818, '71566574896', 'Heitor', 'Lucas', '1999-11-10', 642925, '1991', 320, null, null);
insert into aluno values (1819, '93394583564', 'Valentim', 'Miguel', '1985-05-12', 647675, '1997', 321, null, null);
insert into aluno values (1820, '16294611356', 'Caleb', 'Yago', '1978-04-16', 582697, '2006', 322, null, null);
insert into aluno values (1821, '41968192511', 'Mathias', 'Pedro', '1985-01-08', 219845, '1998', 323, null, null);
insert into aluno values (1822, '93588481677', 'Luiz', 'Francisco', '1995-10-24', 794455, '1992', 324, null, null);
insert into aluno values (1823, '56122755768', 'João', 'Lucas', '1978-05-18', 65162, '1993', 325, null, null);
insert into aluno values (1824, '38597825535', 'Oliver', 'Caleb', '1966-05-24', 321385, '2002', 326, null, null);
insert into aluno values (1825, '99328115496', 'Daniel', 'Enrico', '1980-12-12', 643449, '1996', 327, null, null);
insert into aluno values (1826, '14999919876', 'Luiz', 'Nicolas', '1950-05-01', 626077, '2002', 328, null, null);
insert into aluno values (1827, '77141153565', 'Noah', 'Miguel', '1997-03-07', 631512, '1997', 329, null, null);
insert into aluno values (1828, '41833296667', 'Pedro', 'Ryan', '1996-10-18', 77945, '2012', 330, null, null);
insert into aluno values (1829, '65483728716', 'Bruno', 'Pedro', '1959-05-26', 146180, '2006', 331, null, null);
insert into aluno values (1830, '96848577589', 'Leonardo', 'Rodrigo', '1968-09-17', 876940, '1997', 332, null, null);
insert into aluno values (1831, '13419992721', 'Arthur', 'Bryan', '1992-05-02', 869370, '1991', 333, null, null);
insert into aluno values (1832, '62441519865', 'Yago', 'Murilo', '1994-05-26', 513460, '2014', 334, null, null);
insert into aluno values (1833, '58825367788', 'Miguel', 'Pedro', '1983-11-18', 742100, '2011', 335, null, null);
insert into aluno values (1834, '82868375974', 'Cauã', 'Gabriel', '1970-11-02', 513460, '1995', 336, null, null);
insert into aluno values (1835, '67534514898', 'Eduardo', 'Lucas', '1996-08-19', 944092, '2008', 337, null, null);
insert into aluno values (1836, '37766627396', 'Yan', 'Bernardo', '1985-12-29', 605058, '2002', 338, null, null);
insert into aluno values (1837, '83871616666', 'João', 'Gabriel', '2000-10-12', 551339, '2017', 339, null, null);
insert into aluno values (1838, '29781616149', 'Anthony', 'Luiz', '1960-12-09', 968072, '1990', 340, null, null);
insert into aluno values (1839, '65498331638', 'Vitor', 'Théo', '1969-02-15', 61472, '2007', 341, null, null);
insert into aluno values (1840, '67222281444', 'Murilo', 'Gabriel', '1953-10-11', 501584, '2017', 342, null, null);
insert into aluno values (1841, '94838121562', 'Daniel', 'Arthur', '1963-01-03', 610097, '1990', 343, null, null);
insert into aluno values (1842, '79557326198', 'Francisco', 'Thomas', '2000-07-08', 258175, '2002', 344, null, null);
insert into aluno values (1843, '74139442762', 'Valentim', 'Gabriel', '1994-01-29', 377335, '2010', 345, null, null);
insert into aluno values (1844, '87366475963', 'João', 'Emanuel', '1997-04-24', 115274, '2004', 346, null, null);
insert into aluno values (1845, '91654868938', 'Davi', 'Miguel', '1984-10-21', 891750, '2005', 347, null, null);
insert into aluno values (1847, '73227865286', 'Henrique', 'João', '1987-02-12', 165963, '2013', 349, null, null);
insert into aluno values (1848, '39195921773', 'Rafael', 'Gabriel', '1954-05-29', 222776, '2001', 350, null, null);
insert into aluno values (1849, '62844721894', 'Antônio', 'Guilherme', '1990-07-25', 111178, '2019', 351, null, null);
insert into aluno values (1850, '51286542559', 'Emanuel', 'Kauê', '1990-05-15', 583543, '2010', 352, null, null);
insert into aluno values (1851, '19539224432', 'Thomas', 'João', '1953-01-21', 977731, '2010', 353, null, null);
insert into aluno values (1852, '39341576439', 'Lorenzo', 'Derick', '1993-05-24', 787288, '2011', 354, null, null);
insert into aluno values (1853, '98764698626', 'Enzo', 'José', '1984-07-21', 217897, '2018', 355, null, null);
insert into aluno values (1854, '59199126332', 'Josué', 'Yuri', '1971-03-02', 266706, '2009', 356, null, null);
insert into aluno values (1855, '64591534957', 'Ravi', 'Noah', '1998-07-10', 626677, '1990', 357, null, null);
insert into aluno values (1856, '59454824324', 'Henrique', 'Miguel', '1970-01-04', 551339, '2016', 358, null, null);
insert into aluno values (1857, '76684296572', 'Kauê', 'João', '1996-02-16', 779169, '1999', 359, null, null);
insert into aluno values (1859, '32283296738', 'Vitor', 'Pedro', '1957-04-06', 82432, '2011', 361, null, null);
insert into aluno values (1860, '15847833728', 'Leonardo', 'Guilherme', '2000-09-15', 165963, '2000', 362, null, null);
insert into aluno values (1861, '79583656943', 'Francisco', 'Josué', '1998-08-29', 876940, '2016', 363, null, null);
insert into aluno values (1862, '68948125828', 'Gabriel', 'Ícaro', '1996-08-26', 181356, '1995', 364, null, null);
insert into aluno values (1863, '83224521677', 'Noah', 'Matheus', '1990-11-18', 462727, '2012', 365, null, null);
insert into aluno values (1864, '22317489899', 'Vitor', 'João', '1992-08-09', 670873, '2019', 366, null, null);
insert into aluno values (1865, '57287172786', 'Gabriel', 'Anthony', '1987-09-01', 772651, '1994', 367, null, null);
insert into aluno values (1866, '73465223485', 'Pedro', 'Ryan', '1965-09-23', 644024, '2013', 368, null, null);
insert into aluno values (1867, '37222586843', 'Vicente', 'Gabriel', '1987-08-30', 70571, '2019', 369, null, null);
insert into aluno values (1868, '51892984452', 'Miguel', 'Arthur', '1978-10-08', 9545, '2005', 370, null, null);
insert into aluno values (1869, '54744915197', 'Lucas', 'Yan', '1955-12-10', 587312, '2001', 371, null, null);
insert into aluno values (1870, '93615541113', 'Augusto', 'Felipe', '1951-01-16', 72958, '2013', 372, null, null);
insert into aluno values (1871, '73822815271', 'Francisco', 'Samuel', '1986-07-11', 130463, '2017', 373, null, null);
insert into aluno values (1872, '16839614981', 'Daniel', 'Davi', '1955-09-02', 833387, '2003', 374, null, null);
insert into aluno values (1873, '94542378597', 'Joaquim', 'Tomás', '1985-08-25', 525410, '2009', 375, null, null);
insert into aluno values (1874, '54359113419', 'Vitor', 'Pedro', '1983-12-05', 514132, '1990', 376, null, null);
insert into aluno values (1875, '92781865564', 'Pedro', 'Arthur', '1977-10-02', 772651, '1993', 377, null, null);
insert into aluno values (1876, '16553312841', 'Luiz', 'Benício', '1966-12-02', 513070, '2018', 378, null, null);
insert into aluno values (1877, '61688655715', 'João', 'Lucas', '1970-08-08', 613402, '2006', 379, null, null);
insert into aluno values (1878, '23756667891', 'Cauã', 'Pedro', '1959-10-01', 783339, '2010', 380, null, null);
insert into aluno values (1879, '62452899366', 'João', 'Davi', '1978-12-02', 564565, '1999', 381, null, null);
insert into aluno values (1880, '58373116767', 'Gabriel', 'Vitor', '1988-04-21', 351791, '2018', 382, null, null);
insert into aluno values (1881, '28837426882', 'Caleb', 'Anthony', '1965-08-19', 474399, '1990', 383, null, null);
insert into aluno values (1882, '97946177562', 'Théo', 'Enzo', '1998-04-10', 903487, '2014', 384, null, null);
insert into aluno values (1883, '72126948884', 'Matheus', 'Davi', '1988-02-02', 283846, '1990', 385, null, null);
insert into aluno values (1884, '92292554638', 'Rafael', 'Theodoro', '1983-07-23', 851429, '1997', 386, null, null);
insert into aluno values (1885, '16219615981', 'Erick', 'Cauã', '1955-12-11', 416674, '2012', 387, null, null);
insert into aluno values (1886, '25763233686', 'Yago', 'Valentim', '1993-05-30', 607601, '2015', 388, null, null);
insert into aluno values (1887, '59419298223', 'Vicente', 'Davi', '1953-07-10', 324654, '1996', 389, null, null);
insert into aluno values (1888, '62535861774', 'Isaac', 'Benício', '1982-12-15', 104406, '2014', 390, null, null);
insert into aluno values (1889, '52219867739', 'Ravi', 'Erick', '1976-05-29', 459361, '1994', 391, null, null);
insert into aluno values (1890, '94453936116', 'Gael', 'Henrique', '1982-11-17', 77945, '2007', 392, null, null);
insert into aluno values (1891, '78451264195', 'Vitor', 'Ícaro', '1989-03-28', 336182, '2015', 393, null, null);
insert into aluno values (1892, '26429396597', 'Martin', 'Tomás', '1970-01-08', 885776, '2019', 394, null, null);
insert into aluno values (1893, '28128273657', 'Josué', 'Yan', '1983-12-17', 306374, '1999', 395, null, null);
insert into aluno values (1894, '63685761658', 'Joaquim', 'Theodoro', '1974-06-10', 944078, '1993', 396, null, null);
insert into aluno values (1895, '56334527459', 'Lucca', 'Nicolas', '1968-09-06', 194003, '2013', 397, null, null);
insert into aluno values (1896, '63146412835', 'Enzo', 'Henrique', '1984-05-11', 323880, '2019', 398, null, null);
insert into aluno values (1897, '43113616329', 'Yan', 'Levi', '1961-01-24', 43210, '1991', 399, null, null);
insert into aluno values (1898, '99145446336', 'Kauê', 'Augusto', '2000-04-10', 801612, '2000', 400, null, null);
insert into aluno values (1899, '24877952184', 'Vitor', 'Luan', '1952-10-20', 983483, '1994', 401, null, null);
insert into aluno values (1900, '65827643351', 'Bento', 'Arthur', '1989-08-10', 146180, '2012', 402, null, null);
insert into aluno values (1901, '13984781857', 'Caio', 'Miguel', '1995-05-02', 914209, '2006', 403, null, null);
insert into aluno values (1902, '22441433761', 'Matheus', 'Luiz', '1959-02-18', 737633, '2000', 404, null, null);
insert into aluno values (1903, '48215816437', 'Enzo', 'Davi', '1988-12-11', 292950, '2000', 405, null, null);
insert into aluno values (1904, '98488839643', 'Gabriel', 'Henrique', '1961-06-12', 247539, '2011', 406, null, null);
insert into aluno values (1905, '84755926464', 'Joaquim', 'Vitor', '1971-06-13', 710464, '2016', 407, null, null);
insert into aluno values (1906, '19377641914', 'Hugo', 'Luiz', '1971-09-19', 232957, '2004', 408, null, null);
insert into aluno values (1907, '23881732516', 'Mathias', 'Hugo', '1953-07-18', 705376, '2014', 409, null, null);
insert into aluno values (1908, '99755236389', 'Matheus', 'João', '1992-12-18', 951844, '2019', 410, null, null);
insert into aluno values (1909, '38196295628', 'Pietro', 'Lucas', '1954-09-19', 247539, '1999', 411, null, null);
insert into aluno values (1910, '24254279713', 'Guilherme', 'Luan', '1995-04-18', 681258, '2015', 412, null, null);
insert into aluno values (1911, '97517726241', 'Felipe', 'Davi', '1959-07-30', 292950, '2014', 413, null, null);
insert into aluno values (1912, '56163939644', 'Lucas', 'Erick', '1959-06-05', 361056, '2001', 414, null, null);
insert into aluno values (1913, '37179388236', 'Guilherme', 'Breno', '1997-03-28', 852168, '2015', 415, null, null);
insert into aluno values (1914, '37555598423', 'Lucas', 'Yago', '1983-09-02', 523577, '2002', 416, null, null);
insert into aluno values (1915, '14725799671', 'Lucas', 'Gabriel', '1987-03-20', 394321, '2006', 417, null, null);
insert into aluno values (1916, '68868787752', 'Felipe', 'Davi', '1957-01-23', 77945, '2015', 418, null, null);
insert into aluno values (1917, '24249533252', 'Joaquim', 'Miguel', '1957-04-25', 600117, '1991', 419, null, null);
insert into aluno values (1918, '43757649797', 'Noah', 'Gabriel', '1989-03-01', 603313, '1992', 420, null, null);
insert into aluno values (1919, '42937411252', 'Vitor', 'Ryan', '1976-04-01', 591658, '1996', 421, null, null);
insert into aluno values (1920, '11845542513', 'Hugo', 'Guilherme', '1975-04-15', 591658, '2017', 422, null, null);
insert into aluno values (1921, '74983188585', 'Miguel', 'Kauê', '1997-04-16', 774390, '2016', 423, null, null);
insert into aluno values (1922, '24776714345', 'Enzo', 'Pedro', '1972-05-07', 27363, '2016', 424, null, null);
insert into aluno values (1923, '29913818761', 'Kauê', 'Bryan', '1979-12-01', 774390, '2005', 425, null, null);
insert into aluno values (1924, '81267414599', 'Breno', 'Bento', '1970-07-21', 948415, '1998', 426, null, null);
insert into aluno values (1925, '17994272645', 'Augusto', 'Samuel', '1973-09-15', 501584, '1996', 427, null, null);
insert into aluno values (1926, '37373488322', 'Oliver', 'Felipe', '1969-09-17', 261120, '1995', 428, null, null);
insert into aluno values (1927, '97972377477', 'João', 'Pedro', '1998-09-22', 576404, '2006', 429, null, null);
insert into aluno values (1928, '22564954113', 'Heitor', 'Benjamin', '1973-05-24', 854192, '2017', 430, null, null);
insert into aluno values (1930, '51942774844', 'José', 'Antônio', '1961-05-30', 224994, '1998', 432, null, null);
insert into aluno values (1931, '26491466527', 'Miguel', 'Lucas', '1984-12-12', 514796, '1999', 433, null, null);
insert into aluno values (1932, '74753151422', 'Henrique', 'Matteo', '1984-03-28', 208924, '2017', 434, null, null);
insert into aluno values (1933, '99626499418', 'Davi', 'Felipe', '1986-12-09', 325333, '2009', 435, null, null);
insert into aluno values (1934, '17594691291', 'Joaquim', 'Derick', '1995-08-27', 468992, '2019', 436, null, null);
insert into aluno values (1935, '93369711595', 'Arthur', 'Eduardo', '1975-01-21', 727431, '2002', 437, null, null);
insert into aluno values (1936, '42647997559', 'Miguel', 'João', '1962-12-02', 462727, '1992', 438, null, null);
insert into aluno values (1937, '48632597353', 'Gabriel', 'Bernardo', '1955-01-03', 772651, '1991', 439, null, null);
insert into aluno values (1938, '63573265835', 'Arthur', 'Henrique', '1957-12-08', 416674, '2012', 440, null, null);
insert into aluno values (1939, '55986311943', 'Francisco', 'Pietro', '1980-05-10', 266706, '1992', 441, null, null);
insert into aluno values (1940, '26259757213', 'João', 'Kauê', '1998-04-01', 229319, '1997', 442, null, null);
insert into aluno values (1941, '51417641266', 'Enzo', 'Yago', '1972-10-08', 270950, '1993', 443, null, null);
insert into aluno values (1942, '58877822623', 'Davi', 'Davi', '1985-12-24', 38269, '1993', 444, null, null);
insert into aluno values (1943, '32173637666', 'João', 'Benjamin', '1976-05-31', 522592, '2017', 445, null, null);
insert into aluno values (1944, '68771356271', 'Gabriel', 'Guilherme', '1983-05-29', 774390, '1992', 446, null, null);
insert into aluno values (1945, '98993528373', 'Francisco', 'Enzo', '1960-10-10', 928762, '1992', 447, null, null);
insert into aluno values (1946, '73747319681', 'Yuri', 'Erick', '1967-02-26', 368363, '1999', 448, null, null);
insert into aluno values (1947, '57367845158', 'Luiz', 'Valentim', '1963-08-04', 483482, '2003', 449, null, null);
insert into aluno values (1948, '93211345727', 'Lucas', 'Davi', '1986-11-22', 577823, '2007', 450, null, null);
insert into aluno values (1949, '24315968154', 'Miguel', 'Enzo', '1960-10-05', 505312, '1996', 451, null, null);
insert into aluno values (1950, '44633235566', 'Arthur', 'Pedro', '1979-09-01', 576589, '1992', 452, null, null);
insert into aluno values (1951, '83499692232', 'Miguel', 'Vinícius', '1975-01-20', 864757, '1994', 453, null, null);
insert into aluno values (1952, '18337539849', 'Raul', 'Francisco', '1983-09-05', 801612, '2011', 454, null, null);
insert into aluno values (1953, '82394748917', 'Mathias', 'Lucca', '1968-08-23', 734406, '1996', 455, null, null);
insert into aluno values (1954, '49285695375', 'Luiz', 'Ícaro', '1955-02-24', 917494, '2001', 456, null, null);
insert into aluno values (1955, '29822225737', 'Kauê', 'Arthur', '1955-01-10', 937484, '2014', 457, null, null);
insert into aluno values (1956, '66837363673', 'Miguel', 'Davi', '1988-12-20', 935998, '1992', 458, null, null);
insert into aluno values (1957, '62651161717', 'Theodoro', 'Bryan', '1973-11-15', 668559, '2010', 459, null, null);
insert into aluno values (1958, '45568868692', 'Gael', 'Eduardo', '1974-10-13', 775311, '2019', 460, null, null);
insert into aluno values (1959, '75595338794', 'Bernardo', 'Otávio', '1958-04-14', 435975, '2009', 461, null, null);
insert into aluno values (1960, '66253147413', 'João', 'Luiz', '1964-09-07', 951844, '1999', 462, null, null);
insert into aluno values (1961, '34755595591', 'Enrico', 'Cauã', '1997-05-08', 277057, '2014', 463, null, null);
insert into aluno values (1962, '24193618952', 'Enrico', 'Yuri', '1963-02-11', 448956, '2000', 464, null, null);
insert into aluno values (1963, '78994566416', 'Augusto', 'Davi', '1998-05-02', 110293, '1995', 465, null, null);
insert into aluno values (1964, '71645539569', 'Pedro', 'Heitor', '1987-10-24', 542793, '2010', 466, null, null);
insert into aluno values (1965, '71191682349', 'Vitor', 'Lucca', '1954-03-03', 459541, '1997', 467, null, null);
insert into aluno values (1966, '46542871875', 'Yago', 'Pietro', '1957-10-12', 590723, '2008', 468, null, null);
insert into aluno values (1967, '14796191711', 'Guilherme', 'Henrique', '1951-08-13', 367155, '1990', 469, null, null);
insert into aluno values (1968, '83293268517', 'Josué', 'Lucca', '1958-01-20', 851429, '2016', 470, null, null);
insert into aluno values (1969, '55355333792', 'Gabriel', 'Otávio', '1992-11-08', 257889, '1990', 471, null, null);
insert into aluno values (1970, '46921327757', 'Lorenzo', 'Caio', '1975-12-13', 864695, '2012', 472, null, null);
insert into aluno values (1971, '44854563333', 'Heitor', 'Rafael', '1959-05-17', 963117, '1990', 473, null, null);
insert into aluno values (1972, '22995787339', 'João', 'Breno', '2000-11-17', 29767, '2018', 474, null, null);
insert into aluno values (1973, '14794868713', 'Henrique', 'Martin', '1959-08-18', 978338, '2005', 475, null, null);
insert into aluno values (1974, '37718188831', 'Felipe', 'Benício', '1967-12-03', 399350, '2006', 476, null, null);
insert into aluno values (1975, '58374267358', 'Bento', 'Cauã', '1988-08-16', 141772, '2011', 477, null, null);
insert into aluno values (1976, '51711862314', 'Lucas', 'Gabriel', '1955-08-30', 247539, '2017', 478, null, null);
insert into aluno values (1977, '46244914297', 'Cauã', 'Pedro', '1986-04-10', 363068, '2010', 479, null, null);
insert into aluno values (1978, '61637613513', 'Davi', 'Pietro', '1972-11-30', 173163, '1990', 480, null, null);
insert into aluno values (1979, '34774539313', 'Eduardo', 'Bernardo', '1980-12-16', 479532, '1994', 481, null, null);
insert into aluno values (1980, '15112189872', 'Mathias', 'Luiz', '1952-09-05', 483482, '2018', 482, null, null);
insert into aluno values (1981, '97126122137', 'Lucca', 'Arthur', '1984-05-18', 68180, '2016', 483, null, null);
insert into aluno values (1982, '35521127759', 'Bento', 'Josué', '1974-04-18', 165963, '2018', 484, null, null);
insert into aluno values (1983, '87583862335', 'Gustavo', 'Pedro', '1960-01-03', 343464, '2003', 485, null, null);
insert into aluno values (1984, '96236858496', 'Francisco', 'Miguel', '1952-06-23', 471902, '2014', 486, null, null);
insert into aluno values (1985, '38743411925', 'Guilherme', 'Lucca', '1997-11-17', 432287, '2013', 487, null, null);
insert into aluno values (1986, '95864678746', 'Levi', 'Vinícius', '1968-11-02', 222732, '1992', 488, null, null);
insert into aluno values (1987, '31796613578', 'Anthony', 'Pedro', '1986-11-16', 852168, '1995', 489, null, null);
insert into aluno values (1988, '87761937722', 'Tomás', 'Ícaro', '1986-03-27', 816871, '1993', 490, null, null);
insert into aluno values (1989, '98778714133', 'Anthony', 'Emanuel', '1966-08-31', 458181, '1997', 491, null, null);
insert into aluno values (1990, '29531447631', 'Francisco', 'Oliver', '1958-07-29', 121844, '2008', 492, null, null);
insert into aluno values (1991, '81116197613', 'Davi', 'Caio', '1990-04-18', 351791, '2001', 493, null, null);
insert into aluno values (1992, '38991299413', 'Leonardo', 'Lucas', '1992-04-04', 180407, '1998', 494, null, null);
insert into aluno values (1993, '46738779252', 'Luiz', 'Augusto', '1959-01-20', 583543, '2004', 495, null, null);
insert into aluno values (1994, '22538769126', 'Lorenzo', 'Gabriel', '1977-01-01', 762000, '1990', 496, null, null);
insert into aluno values (1995, '78624258464', 'Daniel', 'Emanuel', '1974-12-08', 891750, '2010', 497, null, null);
insert into aluno values (1996, '31487175698', 'Miguel', 'Caleb', '1990-07-14', 110293, '2014', 498, null, null);
insert into aluno values (1997, '93778736638', 'Lucca', 'Miguel', '1989-09-06', 338719, '2000', 499, null, null);
insert into aluno values (1998, '77543987114', 'Anthony', 'Rodrigo', '1955-03-08', 264061, '1996', 500, null, null);
insert into aluno values (1999, '55918876627', 'Thiago', 'Miguel', '1965-04-06', 841982, '2008', 501, null, null);
insert into aluno values (2000, '36249951545', 'Davi', 'Ravi', '1967-11-08', 254425, '1998', 502, null, null);
insert into aluno values (2001, '96356247544', 'Rafael', 'Miguel', '1993-04-30', 644024, '2015', 503, null, null);
insert into aluno values (2002, '59778749627', 'Lucca', 'Rodrigo', '1978-08-18', 928762, '2008', 504, null, null);
insert into aluno values (2003, '77519616195', 'Thiago', 'José', '1957-03-05', 914209, '2019', 505, null, null);
insert into aluno values (2004, '46132174758', 'Yuri', 'Theodoro', '1996-03-31', 818866, '2000', 506, null, null);
insert into aluno values (2005, '69762126263', 'Lucas', 'Gael', '1961-10-02', 637943, '2005', 507, null, null);
insert into aluno values (2006, '98299238556', 'Lucas', 'Miguel', '1973-02-20', 68025, '1990', 508, null, null);
insert into aluno values (2007, '75316696126', 'Caio', 'Vitor', '1958-05-26', 944092, '2016', 509, null, null);
insert into aluno values (2008, '77542178733', 'Lucca', 'Miguel', '1968-03-31', 773620, '2004', 510, null, null);
insert into aluno values (2009, '87789685765', 'Benício', 'Daniel', '1985-08-18', 583884, '2010', 511, null, null);
insert into aluno values (2010, '54338879886', 'João', 'Arthur', '1998-11-04', 224480, '2018', 512, null, null);
insert into aluno values (2011, '88979161632', 'Nathan', 'Felipe', '1950-11-26', 110293, '1998', 513, null, null);
insert into aluno values (2013, '26431435735', 'Lucas', 'Mathias', '1976-06-21', 6888, '2010', 515, null, null);
insert into aluno values (2014, '76425927447', 'Theodoro', 'Murilo', '1968-09-14', 662077, '2013', 516, null, null);
insert into aluno values (2015, '41114784115', 'Murilo', 'Ravi', '1959-11-23', 418365, '1993', 517, null, null);
insert into aluno values (2016, '46647826226', 'Pedro', 'Hugo', '1979-04-16', 706209, '1994', 518, null, null);
insert into aluno values (2017, '67967282174', 'Miguel', 'Arthur', '1985-06-29', 742100, '2009', 519, null, null);
insert into aluno values (2018, '41472391722', 'Otto', 'Noah', '1995-04-24', 55189, '2011', 520, null, null);
insert into aluno values (2019, '94174563974', 'Murilo', 'Levi', '1963-02-24', 165963, '2009', 521, null, null);
insert into aluno values (2020, '53437697952', 'Théo', 'Levi', '1988-08-15', 777801, '2011', 522, null, null);
insert into aluno values (2021, '99874497397', 'Pietro', 'Vitor', '1981-02-08', 173163, '2017', 523, null, null);
insert into aluno values (2022, '21558451959', 'Enzo', 'Ryan', '1995-02-19', 668227, '1990', 524, null, null);
insert into aluno values (2023, '79444635747', 'Matteo', 'Miguel', '1976-02-25', 399350, '1999', 525, null, null);
insert into aluno values (2024, '71892748326', 'Bernardo', 'Gabriel', '1959-01-21', 323880, '1997', 526, null, null);
insert into aluno values (2025, '89636859539', 'Miguel', 'Nathan', '1961-11-19', 96385, '2000', 527, null, null);
insert into aluno values (2026, '74612611317', 'Miguel', 'Enrico', '1955-11-03', 803577, '1995', 528, null, null);
insert into aluno values (2027, '34145461888', 'Luiz', 'Théo', '1953-07-29', 411285, '2004', 529, null, null);
insert into aluno values (2028, '84915571894', 'Luiz', 'Isaac', '1992-07-13', 367868, '2001', 530, null, null);
